(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		SpawnSpotBase2Enemy (24 verts)	-1	False	False	False	1	[Collider (UnityEngine.Material)] 	
		SpawnSpotBase4Enemy (24 verts)	-1	False	False	False	1	[Collider (UnityEngine.Material)] 	
		SpawnSpotBase3Enemy (24 verts)	-1	False	False	False	1	[Collider (UnityEngine.Material)] 	
		SpawnSpotBase0Enemy (24 verts)	-1	False	False	False	1	[Collider (UnityEngine.Material)] 	
		SpawnSpotBase4Enemy (24 verts)	-1	False	False	False	1	[Collider (UnityEngine.Material)] 	
	Particles/Alpha Blended (384 verts): 
		LadderTrigger (3) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (2) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (1) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (4) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (5) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (1) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (6) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		PhysicalBoundaries (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
		LadderTrigger (1) (24 verts)	-1	True	False	False	1	[Collider (UnityEngine.Material)] 	
	Standard (9926 verts): 
		Ammo_Grenade1 (1279 verts)	-1	False	False	False	1	[Guns Material (UnityEngine.Material)] 	
		Ammo_HMG1 (3061 verts)	-1	False	False	False	1	[Guns Material (UnityEngine.Material)] 	
		Ammo_Rail1 (2782 verts)	-1	False	False	False	1	[Guns Material (UnityEngine.Material)] 	
		Ammo_MG1 (918 verts)	-1	False	False	False	1	[Guns Material (UnityEngine.Material)] 	
		Armor_Item100 (182 verts)	-1	False	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		Ammo_Rocket1 (1522 verts)	-1	False	False	False	1	[Guns Material (UnityEngine.Material)] 	
		Health_Item100 (182 verts)	-1	False	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
	Standard (9663 verts): 
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (5) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		attack_heli_c (1263 verts)	-1	True	False	True	1	[Attack_Heli_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		q (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (6) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		fuel_tank_small (422 verts)	-1	True	False	True	1	[Fuel_Tank (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (1) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (2) (748 verts)	-1	True	False	True	1	[GuardTower (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (7) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		GuardTower (8) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (9) (748 verts)	-1	True	False	True	1	[GuardTower (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		rotor_main (338 verts)	-1	True	False	True	1	[Attack_Heli_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (4) (748 verts)	-1	True	False	True	1	[Barracks_c (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		GuardTower (10) (748 verts)	-1	True	False	True	1	[GuardTower (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
		GuardTower (11) (748 verts)	-1	True	False	True	1	[GuardTower (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		mesh (8 verts)	-1	True	False	True	1	[Fence_Alpha (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x6 times]
	Standard (630376 verts): 
		SA_Veh_WarTruck (2562 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Damaged_03 (244 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		sandbags_01 (1) (336 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Prop_AmmoPile_S_01 (522 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 10 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Full_16 (292 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_BurntBrown_Van_01 (1225 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_RoadStraight_Damaged_07 (2) (698 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_RoadCone_17 (80 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RR01 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Extras (930 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_Firetruck_Wheel_RR (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_17 (1) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_Firetruck_Extras (1456 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Litter_03 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_Firetruck_Wheel_RL (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Gun (540 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RL01 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_FL (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RR02 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_FR (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_09 (2) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		barrel_01 (6) (50 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_07 (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_StreetLamp_07 (166 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_01 (2) (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (164) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_07 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Couch_Damaged_02 (527 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_17 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		flood_lights (232 verts)	-1	True	False	False	1	[Road_Barrier (UnityEngine.Material)] 	
		SA_Prop_AmmoCrate_01 (254 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (5) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		power_pole (25) (92 verts)	-1	True	False	False	1	[Road_Barrier (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (94) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_21 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_StreetLamp_Damaged_01 (194 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_09 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		barrel_03 (15) (50 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Prop_BurntBrown_Ute_05 (1169 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RL02 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_36 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_06 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_01 (2) (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Barrier_09 (156 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Litter_07 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (117) (700 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_05 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Corner_06 (36 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		power_pole (13) (92 verts)	-1	True	False	False	1	[Road_Barrier (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_16 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		flood_lights (1) (232 verts)	-1	True	False	False	1	[Road_Barrier (UnityEngine.Material)] 	
		SA_Env_Road_Straight_200 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		crate_02 (14) (240 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (116) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_07 (1) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Cross_01 (1157 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (7) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Citywall_Damaged_01 (4) (272 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		wall_02 (73) (352 verts)	-1	True	False	False	1	[Fortification (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_05 (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_07 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_02 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_Firetruck_Wheel_FR (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_Firetruck_Wheel_FL (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_PoliceStation_Damaged_01 (2619 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_05 (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		wall_02 (77) (352 verts)	-1	True	False	False	1	[Fortification (UnityEngine.Material)] 	
		SA_Veh_Firetruck (2) (1603 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_BurntBrown_Ute_05 (1169 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_PoliceStation_Growth_01 (2229 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Full_20 (292 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_PoliceStation_Extras_01 (5000 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_13 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_25 (7) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (142) (700 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (12) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_23 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 10 (4) (3272 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (157) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_19 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 10 (2) (3260 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (10) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		crate_02 (26) (240 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Bld_ShopSmall_Extras_01 (840 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_ShopSmall_Growth_01 (1698 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		barrel_03 (7) (50 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Env_Concrete 10 (1) (3122 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (8) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Corner_06 (36 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_05 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_34 (2) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		barrel_03 (13) (50 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (132) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_ShopSmall_Damaged_01 (1758 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_BurntBrown_Van_01 (1225 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_41 (2) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_04 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_15 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Full_10 (292 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_42 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Litter_06 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_01 (3) (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_35 (3) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_07 (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RR01 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Gun (540 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		wall_02 (56) (352 verts)	-1	True	False	False	1	[Fortification (UnityEngine.Material)] 	
		SA_Env_Road_Straight_250 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RL02 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_FL (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (12) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_RL01 (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_05 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Full_08 (292 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (8) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_RoadStraight_Damaged_05 (583 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (110) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_07 (1) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (3) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_23 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_36 (3) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_25 (11) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (1) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		wall_02 (105) (352 verts)	-1	True	False	False	1	[Fortification (UnityEngine.Material)] 	
		SA_Env_Road_Straight_25 (12) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_StreetLamp_Damaged_04 (233 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Litter_03 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_Motel_01 (5) (2266 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		crate_02 (17) (240 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		wall_02 (99) (352 verts)	-1	True	False	False	1	[Fortification (UnityEngine.Material)] 	
		SA_Env_Road_Straight_22 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (96) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_SecurityWallPiece_18 (104 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 23 (170) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Litter_03 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Crossing_09 (96 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_24 (9) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (5) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_10 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		crate_02 (15) (240 verts)	-1	True	False	False	1	[Crate_Barrel_Box (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Full_06 (292 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_199 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_Damaged_05 (340 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Concrete 10 (4 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_21 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_22 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Fence_Wire_Damaged_05 (372 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_249 (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_41 (7) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_RoadStraight_Damaged_07 (2) (698 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_OfficeGrey_05 (2457 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_40 (6) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Bld_OfficeGrey_Growth_04 (2978 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Citywall_37 (15) (225 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Prop_Citywall_Gate_01 (272 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Veh_WarTruck_Wheel_FL (84 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_25 (3) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		SA_Env_Road_Straight_09 (4) (58 verts)	-1	True	False	False	1	[SimpleApocalypse (UnityEngine.Material)] 	
		power_pole (12) (92 verts)	-1	True	False	False	1	[Road_Barrier (UnityEngine.Material)] 	
